,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.800032610315382,4.586554896480236,4.699638955535336,4.434888636518162,5.047834043271521,4.952175863346047,3.8730778988393295,4.796881256482835,4.62894970101124,4.960317797201865,4.0987632175136275,3.7908009233579802,4.993447235708501,4.449159765184615,3.546796121514253,4.264623058098111,3.040355426602027,3.4470598612182104,4.429054896383784,4.368801976659381,5.0415143247199525,4.748293376035011,3.569469907852943,4.9217897096122805,3.90722999636122,4.251319490495741,4.212765172342065,4.265411942743756,3.022639315831332,3.8259011601872013,3.530001901649524,4.993010264202879,4.984705457909515,4.995169133126423
50,4.388478745601875,4.74871152000179,5.247292548310423,4.019534878530238,5.0804072867454,4.455245410549439,3.1011585548651945,4.651748243453828,4.982467274309684,4.9855771665459345,3.9498388506292326,4.0765349187933175,4.979417845510389,4.422052907070485,4.286408795871022,3.7473562657096173,2.7047782434256824,4.031602853049852,4.3230391803736365,3.7899503410469193,5.305074479698345,3.040060096773113,3.0912449885125497,4.394358205357023,4.9763468391530346,4.909573270128088,4.9750081355941616,4.698828934686559,3.4402529558471615,4.1370976145521645,2.0798948521841525,2.6486160921691293,3.635510699668156,4.345453941388987
51,4.32716529273821,3.870887134521135,4.207215355480481,3.52738863837664,4.3048575777932445,4.268112891485655,2.651304683119937,4.182402128264265,4.020394601547066,3.9646069893775504,3.4210689532287186,3.7213945949675975,4.965944511729531,4.007077249048946,3.316847254340274,4.130211523782653,2.2269650001784194,3.304665731956657,4.122396433606038,3.3688164986940805,4.120548066056679,3.991960084015493,3.453738890330533,3.9297763307668303,3.9793067316452104,3.983413167084895,3.0319142830972936,3.9876244660918534,3.6382697150714183,3.422447316155615,3.134034010396944,3.3743164230314244,3.6859601972047304,4.707805521206196
52,3.942892133425934,4.12865584190435,3.9091125989907525,2.8547329668725583,4.818055975550052,3.9180872500436523,3.4223808143411296,3.8209764155320856,3.9970036082249094,4.949220044269416,2.831036061299112,3.589402945037903,3.0148911729508465,3.3673777143296,4.096687940052261,2.951644830604283,2.4357231800572263,3.356951421136642,2.6107404193311727,4.5385772162089015,5.031588426878837,3.9411261475604698,2.534147821661218,4.45750841280863,3.629828834557845,3.462960952706188,4.965475645269849,3.035716465322445,2.805158613629543,4.993616194404482,2.628644762156575,3.9991194473944915,4.987280790803944,2.1816035398860283
53,4.773295629367795,4.976082291440014,5.031671192563183,4.278960705601812,5.0055081880146925,4.657151125445336,3.6830728307661404,4.832090460881024,4.937642222288514,4.98966292508065,4.389635324403957,4.132490411707271,4.999128533694536,4.3659591328009135,3.7772128479981246,4.63857137553387,2.813281439972571,3.447704700347292,4.306220500892889,3.8772125362658216,4.998997790429549,4.136145206970543,3.9886162537135674,4.812220920472979,4.42350846437538,4.955690518710012,4.491100212434957,4.98895687170594,3.630756769515354,4.02671062090819,2.0065831385880086,3.718254013555424,3.782063886965595,4.996161129101844
54,5.127079287846743,4.811440993298288,4.970617530018959,3.743634289807902,5.027449816541983,4.875830963695892,3.419179423916775,4.772253426188626,4.9820245813930555,5.004845706696335,4.227348794166465,4.9498233795277615,5.206894526101126,5.303252405737127,4.003449039851692,4.9974937779518305,2.990071721875725,4.207457156581522,4.322292417610231,4.323815835846592,4.779128297604324,4.993230495933012,3.993868429150295,5.032915717242012,4.8071317163983,4.831196599814346,4.441564342231548,4.979629454947385,4.573465279737573,4.1484664559003255,3.425079368222767,3.7043432814155857,4.672174494642269,4.677320416054116
55,3.2636486479473543,3.4802590253190533,2.9551799120082927,2.0733607747018317,3.766995154507283,3.4640527626788016,2.7819433306384753,2.987135772924206,3.065598134927151,3.986460631812464,2.639277017384011,3.3434599875272113,3.1310426016839052,3.725281546983834,3.000222627039182,2.8400348992235496,1.4461390620647727,3.1654723401472573,2.0298892900048915,4.980032033346709,4.984689713398064,3.9868936717375223,2.5076780894362787,3.7090455891854206,2.900494331384463,2.842942303783953,3.5896181608718596,2.522546862160684,2.4808601715201792,3.998309060234481,3.9844926381422616,4.081945472994381,3.329235537243148,2.720934123159369
56,4.780485814507372,4.750781323140879,4.604312596516273,3.4282372402063213,5.082953555750473,4.822575101054223,3.3167672155302306,4.53586913544723,4.93042858029258,5.112375970313804,3.6604911181733013,4.948791579974959,4.874431298850259,4.990462339345121,4.680738087929058,4.029011114583466,2.8564259972880044,4.985588131035794,3.8319006858905467,4.880018560570304,5.003121155194217,4.785854203964758,3.120513680803105,4.979372925206869,4.900141847112471,4.518023938334466,4.992977787316448,4.415375381304403,4.299955689348952,4.653175348445886,3.669135908250173,3.495696178005138,4.600523326022917,3.7133687841188454
57,2.5891515022058913,3.7500053751214595,2.7076458604490234,1.9872514243823287,3.4125157765043945,3.0786039793614943,2.5601151374936912,2.7963323069561175,2.951190921106098,3.657027350769294,2.2741464703584846,2.6719518801634448,3.240051068781205,2.0139742177393796,3.6454224256880763,2.044382094023503,1.0434656781738594,2.5182796918905557,2.3242578260674462,4.9869762714666495,4.962056442426339,2.5473281717397005,2.9978631594916054,3.0757379736158015,2.6563243254068993,3.0164362278716625,3.5379790521516767,2.2531312388192264,2.0782286922380395,4.972618172445276,2.479761081081586,3.622860152742697,1.0243086923193983,3.0647635045829595
58,3.848403905118462,4.098992571513428,4.009830844913128,3.0285838059193284,3.7912585861550667,4.229478166620227,2.691929715233081,3.9513011371497258,3.8515676043726494,3.9399007243526905,3.612311604926167,3.8745389509616928,4.826368307997313,4.967631402806426,3.1301654778919685,4.0582238965601345,2.9998069042438806,3.3879964847337947,4.198839572816368,4.984253177978664,5.041597544054753,4.183653568144198,4.176968398627846,3.888666580201841,3.68811330228819,3.8030695808429837,3.7118619901045093,3.8005227067976617,3.989320881136019,3.322366194701211,4.313837109384741,4.988228811480556,3.0189490857389747,4.9921274001765035
59,4.625141733397522,4.586096179449517,4.197942592575044,3.0372857169199063,4.7748086141692925,4.707325422639607,2.834252622255906,4.411464126342815,4.2655322986192985,4.640818561452819,3.7055407779487624,4.456225763755346,4.939265208795331,4.989803041266994,3.8312669246077715,4.974014099040822,2.8978865124214823,3.8967299230745414,4.421004678036977,4.020560263271337,4.9992126779843735,4.948440425523124,4.1350711268914315,4.425910039559611,4.5184381383327255,4.287764953076538,3.891551018412797,3.906247444518086,4.461563260455038,4.971218956750298,4.983050528523287,4.989405723429149,4.936325979227945,5.000447237065312
60,3.7409283583054687,3.2392205301927883,3.812876902979143,2.926944104481646,4.09780250576369,3.740918999793503,2.865329372276434,3.4066527568394065,3.458432181449614,3.971784063888225,3.4152262442558756,3.2937904147345396,3.862561771151282,4.983323599381567,1.9060140185688654,3.8331705383537447,2.2754190182573484,2.795883790172632,3.725340105643074,3.4802812756926635,4.548434447819212,3.736181122412189,2.574743133503468,3.8385837952693738,3.338009340352644,3.236897259401915,2.8716918424029703,3.3485119039570033,2.02827779894725,2.6905331475030967,4.97865126350436,4.002134829873138,4.972272428024677,4.98104315341842
61,2.85638179185916,2.473788201674393,3.040941135697819,1.8279405981255583,2.810041997745189,2.625989679987904,1.266990856628174,2.4891331087798783,2.522548503481015,2.7532581006297874,2.8216970694457593,2.9605567318092185,3.0649531025984174,4.963050635874684,1.1928574830416758,3.054244688773362,1.308373653294932,2.938765223276,2.4183676920038732,2.402216277978637,3.981099870496419,2.567140710061413,1.5162235771387171,2.5309593927431746,3.383325198928837,2.7512582196384963,2.407725095197401,2.8081918602466813,2.164768414238895,1.014810855325461,3.981239404888916,2.0167792441994,2.9872118358346254,3.0029025476414795
62,4.435899623355153,3.866832500327807,4.331639897071372,2.877069851334872,4.373370005314798,4.554382813819036,2.4405023980512235,4.2448692381738296,4.017451658678673,4.2521039114000345,3.0805299028002775,4.30942770959429,4.758015331142347,4.989667364772964,3.81270992011353,4.195164039703762,3.5821456641704903,3.730687160165497,4.489497290537506,4.98947088912208,4.626982728664119,4.791674171181964,4.161086420497243,4.074185513968088,4.077123590408786,3.601559467922259,3.8022715984689888,3.5825122072721807,4.979125067901189,4.177316093383781,4.987886399507575,4.995516615744667,4.99046283910229,4.193319941832804
63,4.354377722006715,4.24091348088386,4.3820277874705145,3.6670539328004192,4.1822516872396305,4.098028532533972,3.533909088750854,4.38983068420478,4.0734808789362535,4.081933048235003,4.228648441925836,3.7095393628582802,4.516139759228472,4.965208256351718,2.568401164432159,4.971549080799788,2.571179961723188,2.702072103482237,3.6983632084681277,2.9711029187799007,5.129518524337481,4.4651377521580855,4.023998960836478,4.6542897385993145,4.007009159594677,4.1982181246800785,3.9532994281924307,4.369973452497823,3.6854903557215666,2.002351549547555,2.023121787584056,4.978951841337657,4.005818610077883,4.999851334734421
64,4.590458909884381,3.5325564371054052,3.9224146835638445,3.477309286395906,3.907734282676479,3.8659886404502095,3.21697815426659,4.148916801814952,3.60959066557286,3.589435621153963,3.8111341676540045,3.5645815595700707,4.010980662538037,4.771694589919141,1.9689018479392095,4.961574324176429,2.2502744315076115,2.5013993444011695,3.2079904609566245,2.012370817565631,3.998371267579042,4.965201453120535,3.3490393450713176,4.529714414873016,3.70536918047927,3.581645075891394,3.114122361237731,3.9771600636495097,3.5756286018528765,1.0279742225612196,2.006922956162684,4.458976636188721,4.987649330949099,4.00210139751315
65,2.3836293645140882,2.262099646512037,2.634628011715187,2.5308232193528597,2.5438082086876226,2.6354305636633715,1.7136710049643442,2.834088088846356,2.3207397337225295,2.312991058600511,2.1196178265987955,1.7757177408011997,2.547394431844639,2.913568073475952,1.5219272748093844,2.543944933774039,2.9683993203563057,1.8417689396561587,2.857594872322651,2.0106059409757364,2.9833275503394976,2.62900873493939,2.371918057827434,2.3681408271288644,2.161113401313862,2.081820647565454,2.3291462283137814,2.2941122370913716,2.5528439512470724,1.0126474219469837,1.8237954743621765,3.984420697742386,2.9978630243181894,3.1554353637956325
66,2.987346253201481,3.157987135931679,3.5502501011598975,3.1256138275772622,3.297335693017593,3.676619042027643,2.447429607203257,3.3386396502006317,3.4545119622769738,3.5530006264078673,2.616323641109142,2.7534465133668626,3.5670331763348546,3.1076042249660163,2.8104700523984065,2.551969020601789,3.970150243178171,2.491529053492221,4.001965687362831,4.969906272105128,3.006515388878463,3.1849990797706607,3.46655334470248,2.9902868519664803,2.0543658211815816,2.7993840055437835,3.0214183487700437,3.209757395018726,3.008485451337207,3.563020986458534,3.2941491404794627,3.9287386917972635,2.9575261303315217,3.9863984500846104
67,3.5384558647376942,2.891158745977229,3.126240590380134,2.4317956470032365,3.881879365201792,3.1005152196801644,3.2305875611849855,3.2645107201054397,2.7575234829805324,3.3732969871892844,2.7179537980553605,2.6082283242360056,3.1390119954368267,3.624471332650228,2.026040612924073,3.7210646059907915,1.0193804986140937,1.725715981201012,2.5118136112072746,2.0161405545608684,4.9854915092615215,3.7832435194471046,2.5654511275135268,4.090690858652422,3.234561823175879,2.6715669560314925,2.89642043078344,2.3707156452054776,2.009794963398711,1.9260970291035013,2.5229688640787087,4.975456083058162,4.965326643984222,3.9912102072310454
68,2.29069325987937,2.501382628626998,1.978321321806428,0.8273169212059066,2.3759713559107145,2.3515414038152693,2.0177296988830276,1.8431222936954963,2.0432634911068797,2.8567510349100433,1.168467640144008,2.262716561935001,2.1082551544214754,1.0072081682411815,3.1733603622649516,1.3118034983735696,1.0123206165775163,1.0178239592605953,1.8427584582575778,4.971928196488696,2.790845271944853,2.4544813646986867,2.9437733553233376,2.4612399068445834,1.2860515202269773,1.6515030047540074,2.6279745641580257,1.0650347243099183,1.904532008553076,4.96336504807818,2.6776090629532137,2.9928582489526425,1.9004445005921726,1.0123183560139992
69,3.7126684365056204,3.8717993893771796,3.824091184463608,3.463364344084485,4.020000606020592,4.454553364851484,1.559584784352664,4.122756187595287,4.109688642050572,4.176896930979036,2.5153052676102425,3.6979132550265152,3.7109947828852303,3.7430436027465452,4.226855305621026,2.5158895404050567,4.961528643022776,4.965123057499227,3.991949909530873,4.982798736500327,2.9997760819440944,4.000445391130032,2.586677157129807,3.052513225971997,3.49869720566797,3.3437953706101657,4.2617995388344045,3.504482580048633,4.655648845665668,4.403760359617884,3.799059884368095,3.3032317260893325,3.9176611655235227,2.0249242094898294
70,4.059604998553354,4.493160930065153,3.8492786854822385,3.3418348672414746,4.199521635156225,4.535997093895377,2.2977390050664965,4.258287660643524,4.211927241794991,4.05312886408146,3.2199241828696104,3.8430733410629556,5.193317483239842,3.610860944223342,4.290265308109019,3.798073322033443,3.0156056284045207,3.9785188378684584,4.95529060205262,4.013444261691778,4.004480964838939,3.7988051975119888,3.8830333017677034,3.6512475766815014,4.193372107692873,4.186187071966984,3.5337061843066166,3.7353995797270048,4.046872685498695,4.973627847704088,3.998279611238923,3.990105530405092,3.0133564951371468,4.995139103090383
71,4.260661861990654,4.048022653261387,4.169941427392986,3.1063138345735917,4.4476036101838075,3.942909585729827,2.3605810913377696,4.138755569829192,4.044784341615414,4.016039061472929,3.3464440593550857,3.952147802875105,4.458480630413509,4.527110128798596,3.5060439789285067,4.028407853842882,2.0006264088912857,3.998867502768611,3.713185840850774,2.63272974910463,4.847322091322251,3.609761347422364,2.7494121261621736,3.9925690076643083,4.943895499968263,4.184867199090506,3.8368360454392176,3.9038206484712528,3.7672760755860994,3.0034735826396304,2.713390320233619,3.000039006403956,3.878822614600134,3.9951084379729678
72,2.473368599300613,2.938474073753551,2.892583399904709,2.372586367229081,3.2832433821734384,3.2866726447630965,1.7144167333023792,2.945216253180252,3.205983826352989,3.4724777130899565,1.6935299462975675,2.68584459224699,2.569495809325588,1.9824260388886323,3.520933288738451,2.0664402666438333,3.9558181153348895,3.0006540389564136,3.0186697490028838,3.9995125258588162,2.004108268721675,2.887289638023544,2.6664878944600177,2.398074778486847,2.0293608295803427,2.5102704716567725,3.087249525550059,2.623504460027814,3.534638713782065,4.963161790607665,2.5569795786677605,2.7432381439574023,3.1139260063255993,2.2731915436820174
73,1.3400560700952457,1.8396147674492067,1.2166852704964328,1.1257265631800035,1.51916195300049,1.7186979712361647,0.8823349783473046,1.5124073623741305,1.2265515686115738,1.532464653994919,1.5629465973929526,1.2683890505936168,1.935823931468047,2.337278362470185,0.9170691235761338,1.596799978675471,0.9871276382363623,1.6087458718835694,1.76116267679919,2.0142345840000178,2.976187299411518,1.6396537490483785,1.43214910593847,1.3641395905830604,1.6187194044931745,1.462450517816734,1.4341295016743012,1.0854111747193396,1.0087746059234777,1.3000192430219037,2.9768282884134964,2.9895756522305232,1.016763883147199,2.5405223737496025
74,3.3852392457076026,3.52139157500209,2.8901212441075996,2.2156070046095064,3.279976878508569,3.40767489622889,2.9994645417730017,3.059032099519137,2.8547927523016394,3.455029853285497,2.704770949149038,2.885145569901332,3.7760262537312403,3.1195352404134002,2.9302401015973287,2.7701037328061373,1.0318677354899959,1.9933811246579878,2.9826952651047063,4.971631171816939,4.994668335753348,3.6120974209280523,3.4296326529537104,3.747751316808409,2.703131000977721,2.761452312114563,3.2281368876374783,2.2145334799019403,2.008721431318571,3.4534984773913235,3.647395513906953,4.978722911609154,2.5496375743677837,3.572881180498708
75,4.1998990111907695,3.730260116368281,4.038015683011722,2.8534811045281097,3.857874984070275,4.445215893454284,1.9201891076051372,4.126778835972544,3.7658597403671092,3.786453668465793,2.779283914579621,3.9107339779181887,4.757057834182871,4.353614271239048,3.8167217958370308,3.7516910776774037,3.9948253430856293,3.423900538995206,4.979617280529478,4.993156473618577,3.8853487366655544,4.374846956777433,4.376437840945113,3.498362999164641,3.7031706120557186,3.3439670901689325,3.4487138874207646,3.2585685845216474,4.980513346181818,4.1820217056437405,4.984546407880954,4.993062444958033,4.3087237296464025,4.00658720721488
76,3.17713727740693,2.8294474065833777,3.7809026466336366,3.3591104245355403,3.485774215394174,3.594239506696698,2.259855192836993,3.6035295034942694,3.4121489770751943,3.2120216641103467,2.8562505141415224,2.717704252378583,3.7801256500805382,3.9452224592400076,2.0907783760868197,3.470365908365628,3.970498425118737,2.5635851921139525,4.246377039552979,2.9032242030901685,3.1129567371748275,3.2638467448453192,3.187594962076648,3.0608843266272823,2.770239652569298,2.967234153525801,2.545312391683639,3.5452395271348824,3.35840585112548,2.012150314409416,2.99520969641382,3.999891081010859,3.988672613200213,4.976687399285125
77,3.711425367301469,3.177095859984135,4.036609537943417,2.816953534835586,3.215117003074642,3.6429889021921498,2.645874263111344,3.4910508124063164,3.2204706606331674,3.3096122960292615,3.0025521307416363,2.8588299666599855,4.4165310429884626,3.658626569990202,2.432050246956663,3.3759544170888387,2.9986136014085947,1.0302281682856183,4.966280917242297,4.978293308860956,3.9910248888753403,3.1752503164783157,4.797865841001312,3.3800224591300783,2.4927709599301076,2.929219489625694,2.6561619629870337,3.0224434205197452,2.9388732748955735,3.006213758686429,3.990509246390892,5.000494919541694,3.2940041874967805,4.990107669672039
78,2.7083632883808013,2.5365047330044277,2.82533388678886,1.7554472961244443,3.0132575598750075,2.4443003960099685,1.9044371601913428,2.7382819096341042,2.46796295957591,2.63220247491782,1.9757299107840012,2.5063662399721545,2.835677820655771,2.713827533401215,2.4820599219565787,2.8101707643175025,1.009324929575315,2.004161831106758,1.9674368055172862,2.0059944250725983,3.9694274849433158,2.543752215907371,2.441911038858639,2.8573144255754794,3.1077220839043367,2.5695726518190374,2.6891257943612725,2.3180550817983065,2.9706144434916664,2.055684200422628,1.0096985668333516,2.880595581672875,2.53814085523213,2.614818088812159
79,3.939851787316129,3.954371133375777,4.498111661078112,3.87227675355868,4.080205094997184,4.265440947070707,2.7094394285963808,4.130206485883067,4.143024963575259,4.219389485964634,3.414794234089586,3.2136912303615617,4.411535532576449,3.8477296185989047,3.1838802966350612,3.145388151851698,3.9758803225492305,2.8396754365743084,4.965076440648016,4.982774115665261,3.9872411192091444,3.2618423604672033,3.7516210454338936,3.5777427120453513,3.160502428333883,3.697520151805248,3.6860523069488513,3.8922295308693027,3.0197437954196293,3.7125652553380917,3.599032139799823,4.0078820018495955,3.539002212791746,4.5484817582010795
80,3.6715050477597737,2.5400033578792267,4.097237798246478,3.3072484360020447,3.220154152532341,3.5166243816524108,2.1200320763155553,4.073602535080781,3.2757328736262377,2.711685415206889,2.2665293413439658,2.453466499454949,3.6774648562398746,2.77492270530356,2.6607223048758524,3.828664506790726,4.967423647161715,1.0269663020372743,4.973862881027542,2.0209642967647246,2.003216521660068,3.457151119408383,4.703914732649982,3.098490134873789,2.5941343089968827,2.619270730942234,2.598664857738536,3.1928156926892886,4.973342072690523,1.9160702642155305,1.0184093786264066,4.9795104187945345,4.983618964365615,4.000714844198285
81,4.161934466586198,3.1935229359332578,4.369472114571873,2.5214539967675456,4.426894818083307,3.963817231769665,1.903449722201994,3.8042128944617035,4.03328660695718,4.135672944791125,2.3360453873920375,4.327621593018263,3.984601702394774,4.096568002029308,4.11003015168424,3.4396635569862624,3.0091436890484076,3.990151667094769,3.487361006839838,3.978345806797763,3.3260369422899294,3.8989553660634346,2.877887948121378,3.6151219255470233,4.14369504774418,3.4445166459467758,3.5564451248939437,3.6511886092377206,4.965731034298803,4.308171019787708,3.281972169442579,2.0272632924342657,4.972426187803714,2.537596725342146
82,3.9523710114967723,4.143494795292104,3.7701552182099007,3.309747172841417,4.417663567268559,3.9895826868109396,2.802059541968917,4.026549580694225,3.9133229045527753,4.178017556293059,3.4494818670305287,3.633100745603123,4.069558396454826,4.234761061509951,3.2487525639308856,3.8695811784584695,1.9999848591800333,3.9843508207691394,3.0319652545770786,3.0102225601095696,4.97955745839458,3.985651893546548,2.5165557437629316,4.076782113646329,4.256603368401777,3.9848426909729926,3.889591468200564,3.7617643031681793,3.2018158302443194,3.1580426859953734,2.6402542754932075,3.617374546418228,3.648781153741141,3.8966988934476934
83,3.86577437843921,4.2460739498106275,3.5513357587123684,3.32156996786845,4.4268935729571215,4.600574015308107,2.455043908129877,4.199778181242952,3.9926560833167115,4.179836879916448,3.3082251464182706,3.9315140302116798,4.724975426431768,4.89339933148388,3.614734867236868,3.977668738049008,3.1454236372743183,4.962373896850037,4.003192516409326,4.007190899207947,4.9999613663081455,4.673458045690852,2.9206625380462254,3.9130257033845566,4.300940446741558,3.8474439131435827,3.734502915636297,3.606278330089206,4.001121518688899,3.8413999790111526,4.984770643697982,4.981992617064873,4.000521078747723,4.988295187536842
84,3.349718122471612,2.770576127483741,3.0317810470438715,2.0469521927380003,3.112555037015463,3.810103638658063,0.8637157235598996,3.2427047337058674,3.167744204660183,3.0117688206640723,1.8235440746776121,3.6923965718595726,3.874731491961747,3.78058787620272,3.5158699956996653,2.9860524809817592,3.8137668262364715,3.9808169351568465,3.9974127287000885,3.9895462768089147,2.026161680524918,3.976487964840463,3.0166050507312843,2.5054500942936757,3.1706976843314827,2.5883739882318615,2.5216271525017264,2.705853127891135,4.97334096133546,3.9624007453139667,4.978699115962205,3.118870622916718,3.9911983335497463,2.734432358245257
85,3.451612929128596,3.25713606267573,3.4273381738180846,2.756399675329404,3.1563184632707406,3.651311923583328,2.551615978676491,3.418852114859207,3.121698664984914,3.3080107587745977,2.674084519654268,2.8552330109370048,3.9051632249057127,3.3597346319549244,2.8133095889241457,2.8826969205970987,2.9562790361807743,2.0017507702238597,3.9824907280383988,4.971017801096217,3.908661619734998,3.6001258368919293,3.938413618498913,3.3680319573261692,2.470943353241489,2.7092083977597077,3.0917479452321373,2.71683029669097,3.068867000001273,3.010226158869522,3.5519685371860708,4.98560431275236,3.077556742468758,3.76993141176556
86,3.7413983254442593,4.08390327504326,4.366024699574856,4.122973891877723,4.478398508287477,4.204608401554982,2.9604361602658043,4.420129421142924,4.543855211351369,4.121483802128839,3.349732217774679,3.5293504995639844,4.615065442499178,3.4969674952771803,3.8190528429815687,3.7008017254879557,3.303918033625236,3.968521713680503,3.984201927571885,2.9922256790663497,3.903061104941405,3.4547708132721238,3.1415791334701892,3.9386945664950304,4.027920361601389,4.286025013503653,3.792111704478579,4.597841937589132,3.98873293116294,3.2674520154489306,1.0310609925975986,3.0018512811206985,3.0014464813094595,4.9776638552787205
87,2.9570718605116544,3.2416258665340325,3.4957563394115003,2.826995984668609,3.9590939872285884,3.1322210858097095,3.8049699608451726,3.191901503756652,3.3394575413843186,3.916812946891277,2.7814547787181816,2.6818328919408896,3.057933399331204,2.852511163555087,2.721799858686389,2.898396598838912,1.502290890409039,1.9780853416895623,2.029111149151954,3.9691233898306493,4.984059077795498,3.229008369613208,2.85508999952637,4.071768633411827,2.516207044696307,3.006068621804899,3.5411094855483416,3.121788403130734,2.040088875959201,2.9993133973730153,1.0237853195739053,3.9954858211898623,2.9874102928094524,3.974744875880281
88,3.7065291316071463,3.512690226593115,3.431032080556911,2.2811411938839226,3.806473890511604,3.876161709133965,1.9810206956532148,3.6107812263813575,3.2022437124167196,3.568293965476967,2.7658841787468536,3.6007860487102827,4.234865792270169,4.619274881099682,3.0935949408215904,3.794302758250671,2.4786844186874553,3.420114449580675,3.769788424671697,4.009692047599253,4.979052549568072,4.107348652036682,3.4502158909842793,3.4622641403463397,3.882963285439187,3.1746501188124165,3.216222018452973,2.7867503277795036,3.983461815972371,3.4683778305440964,4.974541337686308,4.991855616892067,4.000935737986781,4.160022636794132
89,3.9783725387908273,3.4153121595846496,3.523427294736962,2.338716385143408,4.0455645039823445,3.7295562050351148,2.777870879063662,3.5061041980370042,3.164404956032275,4.103749306152128,2.485009874791496,3.3229106397234927,3.168666284989995,3.76372222076501,3.2936743170877745,2.907447423164283,2.2527469668565145,2.645637157142162,2.8424804652048588,4.9817436653342035,4.980505083422048,4.260940472048187,2.9786787682606377,3.9969754370004456,3.174708783608475,2.659201997986037,4.018882417927885,2.275952856843544,3.0063505413913147,3.7771271338371135,3.993312709281466,4.98661265204577,4.97487067709316,2.024602866705625
90,3.1426459781074207,2.4271232506717437,3.171444562891058,2.087360461461043,3.271009675690236,2.841872508086966,1.816760981697753,3.1489538168864053,2.7990258852567593,2.829576134976661,1.7616969084027192,2.773674890446897,2.7883581161225144,2.7080400277669154,2.9167243472931386,2.953471092855916,2.3243111653882367,2.268956519624945,2.4573006218713718,2.0048918995578853,2.9885348961736202,3.155498959437893,2.6249373331537704,2.9991426704589714,3.099423640989293,2.4604037543249015,2.8855149288428437,2.500767861044351,3.967956617327785,2.342096667688229,1.014664540743402,2.995323058547021,3.9821190977856187,2.007617393327455
91,3.5868323426095765,2.8940944660451735,3.1369406718108066,1.989457570674019,3.6442172564342656,3.468761971645907,2.0972200143481734,3.159523687963489,2.9532744632246617,3.587159387840749,1.9820295619290849,3.1963326569107733,2.9869395783741735,3.2726736359911692,3.206364576653229,2.837744494920302,2.5679637241582514,2.6396479400055783,2.99297338620323,3.9954635829431515,3.4595494865996375,3.923118866322334,2.769180934365307,3.345999227528598,2.9027485222971308,2.388526807229386,3.205854707376917,2.1454229032565326,3.357765359219205,3.9874912853115774,3.988235489801095,3.9904763161066295,4.9717694148705585,2.0148914457522498
92,2.4169215054425344,3.3147648710329176,2.967858988733427,2.777091792478476,3.1424765087691076,2.7966698002110677,3.034729073125891,2.976495808282828,2.892718742769364,3.0368102528902132,2.9630603390370163,2.1127540820321546,3.4834963339559333,2.731260491837894,2.1241955981261302,2.870179077032123,1.130541337608404,1.7958634193419833,2.561280745660264,2.9944679215557635,4.969628511412696,2.323446302277534,2.9792628034885116,3.247357760322632,2.6150148789907237,3.144564725672458,2.8652260383578905,2.9844074303057253,1.6340341755548762,2.0717347489428573,1.0160376405598908,3.991183803025645,1.0213445160548476,4.974206601146767
93,3.0281999603583514,2.9378483300802913,3.274282385287764,2.5825550848778818,3.9627481944106684,3.1140041089218933,2.513379169613674,3.1556944635014523,3.184040231540006,3.5206322467286943,2.5101923563983983,2.7662402666350467,3.1474810731412495,3.2585446418611594,2.548643156921875,3.210379838897509,1.7499104590887793,2.774106172498261,2.6663963061747338,2.0155165787503093,3.984897904657033,2.9289544868216564,2.0128497643491694,3.345900903932414,3.3136752843922794,3.047467744444848,2.8185870478467456,2.9534590618738186,2.3864202662478995,2.982952756548089,2.290446007046992,2.931011277877167,3.9811619202529096,3.981078326036571
94,2.3272563491351117,2.4438149740007216,1.9835786575289924,1.6356526892099208,2.0144910051554152,2.8468791507424527,1.4942371659213434,2.329161966898071,1.9077191968169975,2.1275246169698776,2.1486843397136353,2.2128595784738168,3.3500891774866,3.5168188283415787,1.5701885495811867,2.543208010574412,2.0715730726997834,1.9632976201521157,3.273770244932349,3.9897184232901264,3.5876998178455435,3.1210498657609125,3.088577825828359,2.250407134707815,1.9402070877431616,1.8678144681609654,1.7881815952897018,1.662228572480757,2.296196705307117,2.0138659615457684,4.969825318307067,4.979169106435758,2.012846309773371,3.9894637344894006
95,3.9032533633397244,3.7771114443815925,3.0053071069431896,2.6050059413212465,3.6054327952296816,4.223934240029583,2.708975298148555,3.660941794780729,3.498493242517226,3.8250110795801104,2.5071969587461993,3.6287474936063853,3.9034599395166176,2.9523053030978144,3.9250513746551867,3.390713594457752,3.1651524117352072,3.038130339357218,3.6248897649311487,4.991009408186898,3.0228519181553155,4.964691282785131,3.969202569209983,3.828454991637441,2.642902938004053,2.92281337882088,3.3440509730467793,2.7591950925763826,4.065937382096005,4.977657170049487,3.997255271800741,4.984454915797321,4.000807462618996,3.002900343913636
96,1.1575724195918662,1.3769745787531378,1.356835852990518,1.731357188861241,1.2162996275183868,1.7236876536265036,1.598491822450473,1.6500184688042412,1.5071961401750438,1.099182455154679,1.4167143745398272,0.9222061934229495,2.248672953813451,1.1646199832341828,0.885716287777984,1.9315403833548601,1.9070176541696893,0.4534964057414041,2.489417103170312,1.2540195990133713,1.027972395571397,1.675717624754929,2.4690558970670295,1.5240836466418177,0.6331271593761086,1.3308119117544865,0.5963410605129313,1.6615680813139615,1.4790569110717393,0.9974114138836934,1.007428431458916,2.976930270425458,1.0044806272840219,3.9632683045065904
